uniprot,EnsemblGeneID,genename,Description,MitoList,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,HPA_Main_Location_2020 (Reliability),complex,CI,CII,CIII,CIV,CV,mtRibo
P37198,ENSG00000213024,NUP62,nucleoporin 62,NonMito,,,Nuclear membrane (Supported),Other,,,,,,
Q9H1M0,ENSG00000198088,NUP62CL,nucleoporin 62 C-terminal like,NonMito,,,,Other,,,,,,
Q9BW27,ENSG00000125450,NUP85,nucleoporin 85,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q99567,ENSG00000108559,NUP88,nucleoporin 88,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q8N1F7,ENSG00000102900,NUP93,nucleoporin 93,NonMito,,,,Other,,,,,,
P52948,ENSG00000110713,NUP98,nucleoporin 98 and 96 precursor,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O60356,ENSG00000176046,NUPR1,"nuclear protein 1, transcriptional regulator",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
A6NF83,ENSG00000185290,NUPR2,"nuclear protein 2, transcriptional regulator",NonMito,,,,Other,,,,,,
Q96E22,ENSG00000153989,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit,NonMito,,,Vesicles (Approved),Other,,,,,,
Q9BXS6,ENSG00000137804,NUSAP1,nucleolar and spindle associated protein 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P61970,ENSG00000102898,NUTF2,nuclear transport factor 2,NonMito,,,Microtubules (Approved),Other,,,,,,
Q86Y26,ENSG00000184507,NUTM1,NUT midline carcinoma family member 1,NonMito,,,,Other,,,,,,
Q8IVF1,ENSG00000184923,NUTM2A,NUT family member 2A,NonMito,,,Nuclear bodies (Approved),Other,,,,,,
A6NNL0,ENSG00000188199,NUTM2B,NUT family member 2B,NonMito,,,Nuclear bodies (Approved),Other,,,,,,
A1L443,ENSG00000130950,NUTM2F,NUT family member 2F,NonMito,,,Nuclear bodies (Approved),Other,,,,,,
Q5VZR2,ENSG00000188152,NUTM2G,NUT family member 2G,NonMito,,,Nuclear bodies (Approved),Other,,,,,,
O15381,ENSG00000143748,NVL,nuclear VCP like,NonMito,,,Nucleoli (Enhanced),Other,,,,,,
Q149M9,ENSG00000188039,NWD1,NACHT and WD repeat domain containing 1,NonMito,,,,Other,,,,,,
Q9ULI1,ENSG00000174145,NWD2,NACHT and WD repeat domain containing 2,NonMito,,,,Other,,,,,,
Q9UBU9,ENSG00000162231,NXF1,nuclear RNA export factor 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
0,ENSG00000269405,NXF2,nuclear RNA export factor 2,NonMito,,,,Other,,,,,,
0,ENSG00000269437,NXF2B,nuclear RNA export factor 2B,NonMito,,,,Other,,,,,,
Q9H4D5,ENSG00000147206,NXF3,nuclear RNA export factor 3,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9H1B4,ENSG00000126952,NXF5,nuclear RNA export factor 5,NonMito,,,,Other,,,,,,
Q6DKJ4,ENSG00000167693|ENSG00000280563|ENSG00000281300,NXN,nucleoredoxin,NonMito,,,Cytosol;Golgi apparatus (Supported),Other,,,,,,
Q96CM4,ENSG00000171773,NXNL1,nucleoredoxin like 1,NonMito,,,,Other,,,,,,
Q5VZ03,ENSG00000130045,NXNL2,nucleoredoxin like 2,NonMito,,,Cytosol (Approved),Other,,,,,,
Q8N323,ENSG00000095110,NXPE1,neurexophilin and PC-esterase domain family member 1,NonMito,,,,Other,,,,,,
Q96DL1,ENSG00000204361,NXPE2,neurexophilin and PC-esterase domain family member 2,NonMito,,,,Other,,,,,,
Q969Y0,ENSG00000144815,NXPE3,neurexophilin and PC-esterase domain family member 3,NonMito,,,Vesicles (Approved),Other,,,,,,
Q6UWF7,ENSG00000137634,NXPE4,neurexophilin and PC-esterase domain family member 4,NonMito,,,,Other,,,,,,
P58417,ENSG00000122584,NXPH1,neurexophilin 1,NonMito,,,,Other,,,,,,
O95156,ENSG00000144227,NXPH2,neurexophilin 2,NonMito,,,,Other,,,,,,
O95157,ENSG00000182575,NXPH3,neurexophilin 3,NonMito,,,,Other,,,,,,
O95158,ENSG00000182379,NXPH4,neurexophilin 4,NonMito,,,,Other,,,,,,
Q9UKK6,ENSG00000132661,NXT1,nuclear transport factor 2 like export factor 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9NPJ8,ENSG00000101888,NXT2,nuclear transport factor 2 like export factor 2,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
Q6ZVC0,ENSG00000166924,NYAP1,neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1,NonMito,,,Golgi apparatus;Vesicles (Supported),Other,,,,,,
Q9P242,ENSG00000144460,NYAP2,neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9P2P1,ENSG00000205978,NYNRIN,NYN domain and retroviral integrase containing,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q9GZU5,ENSG00000188937,NYX,nyctalopin,NonMito,,,,Other,,,,,,
Q86UD1,ENSG00000184232,OAF,out at first homolog,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9Y530,ENSG00000124596,OARD1,O-acyl-ADP-ribose deacylase 1,NonMito,,,Nucleoli (Approved),Other,,,,,,
P00973,ENSG00000089127,OAS1,2'-5'-oligoadenylate synthetase 1,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
P29728,ENSG00000111335,OAS2,2'-5'-oligoadenylate synthetase 2,NonMito,,,Centrosome (Approved),Other,,,,,,
Q9Y6K5,ENSG00000111331,OAS3,2'-5'-oligoadenylate synthetase 3,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
Q15646,ENSG00000135114,OASL,2'-5'-oligoadenylate synthetase like,NonMito,,,Cytosol;Nucleoplasm (Supported),Other,,,,,,
P04181,ENSG00000065154,OAT,ornithine aminotransferase,Mito,Matrix,Metabolism;Amino acid metabolism;Proline metabolism,Mitochondria (Supported),Other,,,,,,
P54368,ENSG00000104904,OAZ1,ornithine decarboxylase antizyme 1,NonMito,,,Vesicles (Approved),Other,,,,,,
O95190,ENSG00000180304,OAZ2,ornithine decarboxylase antizyme 2,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q9UMX2,ENSG00000143450,OAZ3,ornithine decarboxylase antizyme 3,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q5W0B1,ENSG00000152193,OBI1,ORC ubiquitin ligase 1,NonMito,,,Nuclear bodies;Nucleoplasm (Approved),Other,,,,,,
Q9NY56,ENSG00000122136,OBP2A,odorant binding protein 2A,NonMito,,,,Other,,,,,,
Q9NPH6,ENSG00000171102|ENSG00000280584,OBP2B,odorant binding protein 2B,NonMito,,,,Other,,,,,,
Q5VST9,ENSG00000154358,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
O75147,ENSG00000124006,OBSL1,obscurin like cytoskeletal adaptor 1,NonMito,,,Centrosome (Approved),Other,,,,,,
Q02509,ENSG00000253117,OC90,otoconin 90,NonMito,,,,Other,,,,,,
Q04671,ENSG00000104044|ENSG00000277361,OCA2,OCA2 melanosomal transmembrane protein,NonMito,,,Plasma membrane (Approved),Other,,,,,,
Q9H607,ENSG00000099330,OCEL1,occludin/ELL domain containing 1,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
Q9NX40,ENSG00000109180,OCIAD1,OCIA domain containing 1,Mito,MOM,0,Mitochondria (Approved),Other,,,,,,
Q56VL3,ENSG00000145247,OCIAD2,OCIA domain containing 2,Mito,unknown,Signaling,Mitochondria (Enhanced),Other,,,,,,
Q9Y5M6,ENSG00000262180,OCLM,oculomedin,NonMito,,,,Other,,,,,,
Q16625,ENSG00000197822|ENSG00000273814,OCLN,occludin,NonMito,,,Cell Junctions;Plasma membrane (Supported),Other,,,,,,
P0CE72,ENSG00000122543,OCM,oncomodulin,NonMito,,,,Other,,,,,,
P0CE71,ENSG00000135175,OCM2,oncomodulin 2,NonMito,,,,Other,,,,,,
Q01968,ENSG00000122126,OCRL,OCRL inositol polyphosphate-5-phosphatase,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9BR26,ENSG00000149635,OCSTAMP,osteoclast stimulatory transmembrane protein,NonMito,,,,Other,,,,,,
A1E959,ENSG00000109205,ODAM,"odontogenic, ameloblast associated",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q17RF5,ENSG00000174792,ODAPH,odontogenesis associated phosphoprotein,NonMito,,,,Other,,,,,,
P11926,ENSG00000115758,ODC1,ornithine decarboxylase 1,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q14990,ENSG00000155087,ODF1,outer dense fiber of sperm tails 1,NonMito,,,,Other,,,,,,
Q5BJF6,ENSG00000136811,ODF2,outer dense fiber of sperm tails 2,NonMito,,,Centrosome (Supported),Other,,,,,,
Q9ULJ1,ENSG00000122417,ODF2L,outer dense fiber of sperm tails 2 like,NonMito,,,,Other,,,,,,
Q96PU9,ENSG00000177947,ODF3,outer dense fiber of sperm tails 3,NonMito,,,,Other,,,,,,
A8MYP8,ENSG00000177989,ODF3B,outer dense fiber of sperm tails 3B,NonMito,,,,Other,,,,,,
Q8IXM7,ENSG00000182950,ODF3L1,outer dense fiber of sperm tails 3 like 1,NonMito,,,,Other,,,,,,
Q3SX64,ENSG00000181781,ODF3L2,outer dense fiber of sperm tails 3 like 2,NonMito,,,,Other,,,,,,
Q2M2E3,ENSG00000184650,ODF4,outer dense fiber of sperm tails 4,NonMito,,,,Other,,,,,,
Q5SWX8,ENSG00000157181,ODR4,odr-4 GPCR localization factor homolog,NonMito,,,Nucleoplasm;Plasma membrane (Approved),Other,,,,,,
O75665,ENSG00000046651,OFD1,OFD1 centriole and centriolar satellite protein,NonMito,,,Microtubules (Supported),Other,,,,,,
O60502,ENSG00000198408,OGA,O-GlcNAcase,NonMito,,,Cytosol (Supported),Other,,,,,,
Q02218,ENSG00000105953,OGDH,oxoglutarate dehydrogenase,Mito,Matrix,Metabolism;Carbohydrate metabolism;TCA cycle,Mitochondria (Enhanced),Other,,,,,,
Q9ULD0,ENSG00000197444,OGDHL,oxoglutarate dehydrogenase L,Mito,Matrix,Metabolism;Carbohydrate metabolism;TCA cycle,Nucleoli fibrillar center (Approved),Other,,,,,,
Q8N543,ENSG00000087263,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q6N063,ENSG00000111325,OGFOD2,2-oxoglutarate and iron dependent oxygenase domain containing 2,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q6PK18,ENSG00000181396,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9NZT2,ENSG00000060491,OGFR,opioid growth factor receptor,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q5TC84,ENSG00000119900,OGFRL1,opioid growth factor receptor like 1,NonMito,,,Golgi apparatus (Approved),Other,,,,,,
O15527,ENSG00000114026,OGG1,8-oxoguanine DNA glycosylase,Mito,Matrix,Mitochondrial central dogma;mtDNA maintenance;mtDNA repair,Nucleoplasm (Enhanced),Other,,,,,,
P20774,ENSG00000106809,OGN,osteoglycin,NonMito,,,Endoplasmic reticulum (Supported),Other,,,,,,
O15294,ENSG00000147162,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O43482,ENSG00000104147,OIP5,Opa interacting protein 5,NonMito,,,Nuclear speckles;Vesicles (Supported),Other,,,,,,
Q8WWZ8,ENSG00000138315,OIT3,oncoprotein induced transcript 3,NonMito,,,,Other,,,,,,
Q9NTK5,ENSG00000138430,OLA1,Obg like ATPase 1,NonMito,,,Cytosol (Enhanced),Other,,,,,,
Q9NV23,ENSG00000152463,OLAH,oleoyl-ACP hydrolase,NonMito,,,,Other,,,,,,
Q99784,ENSG00000130558,OLFM1,olfactomedin 1,NonMito,,,Nucleoli (Approved),Other,,,,,,
O95897,ENSG00000105088,OLFM2,olfactomedin 2,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q96PB7,ENSG00000118733,OLFM3,olfactomedin 3,NonMito,,,Vesicles (Uncertain),Other,,,,,,
Q6UX06,ENSG00000102837,OLFM4,olfactomedin 4,NonMito,,,Nucleoplasm;Plasma membrane (Supported),Other,,,,,,
Q6UWY5,ENSG00000183801,OLFML1,olfactomedin like 1,NonMito,,,,Other,,,,,,
Q68BL7,ENSG00000185585,OLFML2A,olfactomedin like 2A,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q68BL8,ENSG00000162745,OLFML2B,olfactomedin like 2B,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9NRN5,ENSG00000116774,OLFML3,olfactomedin like 3,NonMito,,,Vesicles (Supported),Other,,,,,,
Q8TAK6,ENSG00000184221,OLIG1,oligodendrocyte transcription factor 1,NonMito,,,,Other,,,,,,
Q13516,ENSG00000205927,OLIG2,oligodendrocyte transcription factor 2,NonMito,,,Nucleoplasm (Uncertain),Other,,,,,,
Q7RTU3,ENSG00000177468,OLIG3,oligodendrocyte transcription factor 3,NonMito,,,,Other,,,,,,
P78380,ENSG00000173391,OLR1,oxidized low density lipoprotein receptor 1,NonMito,,,Nucleoplasm;Plasma membrane (Supported),Other,,,,,,
Q96E52,ENSG00000162600,OMA1,OMA1 zinc metallopeptidase,Mito,MIM,"Protein import, sorting and homeostasis;Protein homeostasis;Proteases;Mitochondrial dynamics and surveillance;Fusion;Mitochondrial dynamics and surveillance;Fission",Mitochondria;Nucleoplasm (Approved),Other,,,,,,
Q99983,ENSG00000127083,OMD,osteomodulin,NonMito,,,Endoplasmic reticulum (Approved),Other,,,,,,
P23515,ENSG00000126861,OMG,oligodendrocyte myelin glycoprotein,NonMito,,,,Other,,,,,,
P47874,ENSG00000254550,OMP,olfactory marker protein,NonMito,,,,Other,,,,,,
Q9UBC0,ENSG00000169856,ONECUT1,one cut homeobox 1,NonMito,,,,Other,,,,,,
O95948,ENSG00000119547,ONECUT2,one cut homeobox 2,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O60422,ENSG00000205922,ONECUT3,one cut homeobox 3,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
A6NGQ2,ENSG00000203907,OOEP,oocyte expressed protein,NonMito,,,,Other,,,,,,
Q86WS3,ENSG00000149507|ENSG00000285422,OOSP2,oocyte secreted protein 2,NonMito,,,,Other,,,,,,
O60313,ENSG00000198836,OPA1,OPA1 mitochondrial dynamin like GTPase,Mito,MIM,Mitochondrial dynamics and surveillance;Fusion;Mitochondrial dynamics and surveillance;Cristae formation,Mitochondria;Nucleoplasm (Supported),Other,,,,,,
Q9H6K4,ENSG00000125741,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,Mito,MOM,0,Cytosol (Approved),Other,,,,,,
Q96PE5,ENSG00000197430,OPALIN,oligodendrocytic myelin paranodal and inner loop protein,NonMito,,,,Other,,,,,,
Q14982,ENSG00000183715,OPCML,opioid binding protein/cell adhesion molecule like,NonMito,,,,Other,,,,,,
O60890,ENSG00000079482,OPHN1,oligophrenin 1,NonMito,,,Nucleoplasm;Plasma membrane (Approved),Other,,,,,,
O14841,ENSG00000178814,OPLAH,"5-oxoprolinase, ATP-hydrolysing",NonMito,,,Nucleoli fibrillar center (Approved),Other,,,,,,
0,ENSG00000102076,OPN1LW,"opsin 1, long wave sensitive",NonMito,,,,Other,,,,,,
0,ENSG00000268221,OPN1MW,"opsin 1, medium wave sensitive",NonMito,,,,Other,,,,,,
0,ENSG00000166160,OPN1MW2,"opsin 1, medium wave sensitive 2",NonMito,,,,Other,,,,,,
P03999,ENSG00000128617,OPN1SW,"opsin 1, short wave sensitive",NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9H1Y3,ENSG00000054277,OPN3,opsin 3,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9UHM6,ENSG00000122375,OPN4,opsin 4,NonMito,,,,Other,,,,,,
Q6U736,ENSG00000124818,OPN5,opsin 5,NonMito,,,,Other,,,,,,
P41143,ENSG00000116329,OPRD1,opioid receptor delta 1,NonMito,,,,Other,,,,,,
P41145,ENSG00000082556,OPRK1,opioid receptor kappa 1,NonMito,,,,Other,,,,,,
P41146,ENSG00000277044,OPRL1,opioid related nociceptin receptor 1,NonMito,,,,Other,,,,,,
P35372,ENSG00000112038,OPRM1,opioid receptor mu 1,NonMito,,,,Other,,,,,,
Q99935,ENSG00000171199,OPRPN,opiorphin prepropeptide,NonMito,,,,Other,,,,,,
Q9UBM4,ENSG00000188770,OPTC,opticin,NonMito,,,,Other,,,,,,
Q96CV9,ENSG00000123240,OPTN,optineurin,NonMito,,,Cytosol (Enhanced),Other,,,,,,
Q9H208,ENSG00000170790,OR10A2,olfactory receptor family 10 subfamily A member 2,NonMito,,,,Other,,,,,,
P58181,ENSG00000170683|ENSG00000273953|ENSG00000281680,OR10A3,olfactory receptor family 10 subfamily A member 3,NonMito,,,,Other,,,,,,
Q9H209,ENSG00000170782,OR10A4,olfactory receptor family 10 subfamily A member 4,NonMito,,,,Other,,,,,,
Q9H207,ENSG00000166363,OR10A5,olfactory receptor family 10 subfamily A member 5,NonMito,,,,Other,,,,,,
Q8NH74,ENSG00000279000|ENSG00000280899,OR10A6,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene),NonMito,,,,Other,,,,,,
Q8NGE5,ENSG00000179919,OR10A7,olfactory receptor family 10 subfamily A member 7,NonMito,,,,Other,,,,,,
Q8NGE0,ENSG00000172640,OR10AD1,olfactory receptor family 10 subfamily AD member 1,NonMito,,,,Other,,,,,,
Q8NH19,ENSG00000174970,OR10AG1,olfactory receptor family 10 subfamily AG member 1,NonMito,,,,Other,,,,,,
Q96KK4,ENSG00000204689|ENSG00000206474|ENSG00000220550|ENSG00000224234|ENSG00000229412|ENSG00000230505|ENSG00000232397|ENSG00000235441,OR10C1,olfactory receptor family 10 subfamily C member 1,NonMito,,,,Other,,,,,,
0,ENSG00000255582,OR10G2,olfactory receptor family 10 subfamily G member 2,NonMito,,,,Other,,,,,,
Q8NGC4,ENSG00000169208,OR10G3,olfactory receptor family 10 subfamily G member 3,NonMito,,,,Other,,,,,,
Q8NGN3,ENSG00000254737,OR10G4,olfactory receptor family 10 subfamily G member 4,NonMito,,,,Other,,,,,,
Q8NGN6,ENSG00000182634,OR10G7,olfactory receptor family 10 subfamily G member 7,NonMito,,,,Other,,,,,,
Q8NGN5,ENSG00000234560,OR10G8,olfactory receptor family 10 subfamily G member 8,NonMito,,,,Other,,,,,,
Q8NGN4,ENSG00000236981,OR10G9,olfactory receptor family 10 subfamily G member 9,NonMito,,,,Other,,,,,,
Q9Y4A9,ENSG00000186723,OR10H1,olfactory receptor family 10 subfamily H member 1,NonMito,,,,Other,,,,,,
O60403,ENSG00000171942,OR10H2,olfactory receptor family 10 subfamily H member 2,NonMito,,,,Other,,,,,,
O60404,ENSG00000171936,OR10H3,olfactory receptor family 10 subfamily H member 3,NonMito,,,,Other,,,,,,
Q8NGA5,ENSG00000176231,OR10H4,olfactory receptor family 10 subfamily H member 4,NonMito,,,,Other,,,,,,
Q8NGA6,ENSG00000172519,OR10H5,olfactory receptor family 10 subfamily H member 5,NonMito,,,,Other,,,,,,
P30954,ENSG00000196184,OR10J1,olfactory receptor family 10 subfamily J member 1,NonMito,,,,Other,,,,,,
Q5JRS4,ENSG00000196266,OR10J3,olfactory receptor family 10 subfamily J member 3,NonMito,,,,Other,,,,,,
Q8NHC4,ENSG00000184155,OR10J5,olfactory receptor family 10 subfamily J member 5,NonMito,,,,Other,,,,,,
Q8NGX5,ENSG00000173285,OR10K1,olfactory receptor family 10 subfamily K member 1,NonMito,,,,Other,,,,,,
Q6IF99,ENSG00000180708,OR10K2,olfactory receptor family 10 subfamily K member 2,NonMito,,,,Other,,,,,,
Q8NGE3,ENSG00000175398,OR10P1,olfactory receptor family 10 subfamily P member 1,NonMito,,,,Other,,,,,,
Q8NGQ4,ENSG00000180475,OR10Q1,olfactory receptor family 10 subfamily Q member 1,NonMito,,,,Other,,,,,,
Q8NGX6,ENSG00000198965,OR10R2,olfactory receptor family 10 subfamily R member 2,NonMito,,,,Other,,,,,,
Q8NGN2,ENSG00000196248,OR10S1,olfactory receptor family 10 subfamily S member 1,NonMito,,,,Other,,,,,,
Q8NGX3,ENSG00000186306,OR10T2,olfactory receptor family 10 subfamily T member 2,NonMito,,,,Other,,,,,,
Q8NGI7,ENSG00000172289,OR10V1,olfactory receptor family 10 subfamily V member 1,NonMito,,,,Other,,,,,,
Q8NGF6,ENSG00000172772,OR10W1,olfactory receptor family 10 subfamily W member 1,NonMito,,,,Other,,,,,,
Q8NGY0,ENSG00000279111,OR10X1,olfactory receptor family 10 subfamily X member 1,NonMito,,,,Other,,,,,,
Q8NGY1,ENSG00000198967,OR10Z1,olfactory receptor family 10 subfamily Z member 1,NonMito,,,,Other,,,,,,
Q9GZK7,ENSG00000204694|ENSG00000206472|ENSG00000206517|ENSG00000223898|ENSG00000230780|ENSG00000232289|ENSG00000234347|ENSG00000237258,OR11A1,olfactory receptor family 11 subfamily A member 1,NonMito,,,,Other,,,,,,
Q8NGC1,ENSG00000196832,OR11G2,olfactory receptor family 11 subfamily G member 2,NonMito,,,,Other,,,,,,
Q8NG94,ENSG00000130538,OR11H1,olfactory receptor family 11 subfamily H member 1,NonMito,,,,Other,,,,,,
B2RN74,ENSG00000257115,OR11H12,olfactory receptor family 11 subfamily H member 12,NonMito,,,,Other,,,,,,
Q8NH07,ENSG00000258453,OR11H2,olfactory receptor family 11 subfamily H member 2,NonMito,,,,Other,,,,,,
Q8NGC9,ENSG00000176198,OR11H4,olfactory receptor family 11 subfamily H member 4,NonMito,,,,Other,,,,,,
Q8NGC7,ENSG00000176219,OR11H6,olfactory receptor family 11 subfamily H member 6,NonMito,,,,Other,,,,,,
Q8NGX0,ENSG00000197591,OR11L1,olfactory receptor family 11 subfamily L member 1,NonMito,,,,Other,,,,,,
P58182,ENSG00000204690|ENSG00000225247|ENSG00000227446|ENSG00000233481|ENSG00000235966|ENSG00000280236,OR12D2,olfactory receptor family 12 subfamily D member 2,NonMito,,,,Other,,,,,,
Q9UGF7,ENSG00000112462|ENSG00000204692|ENSG00000224487|ENSG00000242022|ENSG00000250364|ENSG00000251394,OR12D3,olfactory receptor family 12 subfamily D member 3,NonMito,,,,Other,,,,,,
Q8NGR1,ENSG00000256574|ENSG00000277495,OR13A1,olfactory receptor family 13 subfamily A member 1,NonMito,,,,Other,,,,,,
Q8NGS9,ENSG00000276119,OR13C2,olfactory receptor family 13 subfamily C member 2,NonMito,,,,Other,,,,,,
Q8NGS6,ENSG00000204246,OR13C3,olfactory receptor family 13 subfamily C member 3,NonMito,,,,Other,,,,,,
Q8NGS5,ENSG00000148136,OR13C4,olfactory receptor family 13 subfamily C member 4,NonMito,,,,Other,,,,,,
Q8NGS8,ENSG00000277556,OR13C5,olfactory receptor family 13 subfamily C member 5,NonMito,,,,Other,,,,,,
Q8NGS7,ENSG00000186943,OR13C8,olfactory receptor family 13 subfamily C member 8,NonMito,,,,Other,,,,,,
Q8NGT0,ENSG00000136839,OR13C9,olfactory receptor family 13 subfamily C member 9,NonMito,,,,Other,,,,,,
Q8NGV5,ENSG00000179055,OR13D1,olfactory receptor family 13 subfamily D member 1,NonMito,,,,Other,,,,,,
Q8NGS4,ENSG00000186881,OR13F1,olfactory receptor family 13 subfamily F member 1,NonMito,,,,Other,,,,,,
Q8NGZ3,ENSG00000197437,OR13G1,olfactory receptor family 13 subfamily G member 1,NonMito,,,,Other,,,,,,
Q8NG92,ENSG00000171054,OR13H1,olfactory receptor family 13 subfamily H member 1,NonMito,,,,Other,,,,,,
Q8NGT2,ENSG00000168828,OR13J1,olfactory receptor family 13 subfamily J member 1,NonMito,,,,Other,,,,,,
Q8NHC5,ENSG00000196772,OR14A16,olfactory receptor family 14 subfamily A member 16,NonMito,,,,Other,,,,,,
Q8NHC7,ENSG00000177174,OR14C36,olfactory receptor family 14 subfamily C member 36,NonMito,,,,Other,,,,,,
A6ND48,ENSG00000189181,OR14I1,olfactory receptor family 14 subfamily I member 1,NonMito,,,,Other,,,,,,
Q9UGF5,ENSG00000112459|ENSG00000204695|ENSG00000225291|ENSG00000234100|ENSG00000234195|ENSG00000236927|ENSG00000237777,OR14J1,olfactory receptor family 14 subfamily J member 1,NonMito,,,,Other,,,,,,
Q9P1Q5,ENSG00000172146,OR1A1,olfactory receptor family 1 subfamily A member 1,NonMito,,,,Other,,,,,,
Q9Y585,ENSG00000172150,OR1A2,olfactory receptor family 1 subfamily A member 2,NonMito,,,,Other,,,,,,
Q8NGR6,ENSG00000280094,OR1B1,olfactory receptor family 1 subfamily B member 1,NonMito,,,,Other,,,,,,
Q15619,ENSG00000221888,OR1C1,olfactory receptor family 1 subfamily C member 1,NonMito,,,,Other,,,,,,
P34982,ENSG00000184166,OR1D2,olfactory receptor family 1 subfamily D member 2,NonMito,,,,Other,,,,,,
P58170,ENSG00000262628,OR1D5,olfactory receptor family 1 subfamily D member 5,NonMito,,,,Other,,,,,,
P30953,ENSG00000180016,OR1E1,olfactory receptor family 1 subfamily E member 1,NonMito,,,,Other,,,,,,
P47887,ENSG00000127780,OR1E2,olfactory receptor family 1 subfamily E member 2,NonMito,,,,Other,,,,,,
O43749,ENSG00000168124,OR1F1,olfactory receptor family 1 subfamily F member 1,NonMito,,,,Other,,,,,,
P47890,ENSG00000183024,OR1G1,olfactory receptor family 1 subfamily G member 1,NonMito,,,,Other,,,,,,
O60431,ENSG00000094661,OR1I1,olfactory receptor family 1 subfamily I member 1,NonMito,,,,Other,,,,,,
Q8NGS3,ENSG00000136834,OR1J1,olfactory receptor family 1 subfamily J member 1,NonMito,,,,Other,,,,,,
